time,replay_left_torque_filelog,replay_phi_filelog,replay_right_torque_filelog
0.42,2.38619461442136,0,0.230823198914042
0.43,2.36133313308091,0,-0.0488806982832828
0.44,2.33686229172648,0,0.192213014396939
0.45,2.31437368385093,0,0.173739744083764
0.46,2.29425017495836,0,0.157724417712585
0.47,2.27565566985208,0,0.146583044737195
0.48,2.27540228410403,0,0.140837682425731
0.49,2.27008541813853,0,0.134710900166629
0.5,2.30805016596129,0,0.128126328321347
0.51,2.33707568671824,0,0.121920335641691
0.52,2.40765267260673,0,0.112206736188921
0.53,2.38361083348524,0,0.101870240159329
0.54,2.38597556596314,0,0.0910515455937476
0.55,2.38162833673905,0,0.0802055935844865
0.56,2.37278837577764,0,0.0702374847723489
0.57,2.36360620495125,0,0.0602492292117216
0.58,2.35625982469979,0,0.0488107846695157
0.59,2.35324859105654,0,0.0369629698897095
0.6,2.35411269065462,0,0.025153768989004
0.61,2.3589606833841,0,0.0143482552052767
0.62,2.36751234278376,0,0.00241830171852877
0.63,2.378346918221,0,-0.0111689131868581
0.64,2.38993023013641,0,-0.028518710548658
0.65,2.39931144328794,0,-0.0488633500208416
0.66,2.40475224670169,0,-0.0667948630319612
0.67,2.40464680103509,0,-0.0830598381335435
0.68,2.40064796960876,0,-0.100178272656903
0.69,2.39578856976739,0,-0.11875036493517
0.7,2.39155776159143,0,-0.137723320073176
0.71,2.38844685839089,0,-0.15441223858069
0.72,2.38938770725236,0,-0.170661442472318
0.73,2.39231971993389,0,0.137355997830533
0.74,2.39615519818036,0,-0.216998061813919
0.75,2.39967631143397,0,-0.218914629946903
0.76,2.40136048293256,0,-0.227596537033418
0.77,2.40115653703944,0,-0.234139879646171
0.78,2.39878834834439,0,-0.247971984776836
0.79,2.39506512221989,0,-0.249185097337252
0.8,2.39153093705351,0,-0.260981820867106
0.81,2.38823473758281,0,-0.275121794117044
0.82,2.38737610274902,0,-0.291007606821867
0.83,2.38866885401424,0,-0.308396451238933
0.84,2.39121044956987,0,-0.326773254134272
0.85,2.39481887329816,0,-0.344223635920331
0.86,2.39992147321388,0,-0.360820819420772
0.87,2.40649657199758,0,-0.377593079527396
0.88,2.41305926937942,0,-0.167306914039373
0.89,2.41866461592855,0,-0.0592650287714544
0.9,2.42454001788937,0,-0.363730150825542
0.91,2.43003307900706,0,-0.330761606082035
0.92,2.43478212248717,0,-0.169432095270705
0.93,2.44011978782271,0,-0.178047010826511
0.94,2.44558644301448,0,-0.265042892004847
0.95,2.45110527215033,0,0.0570447160263574
0.96,2.45661954571246,0,-0.248851548705536
0.97,2.4608074775307,0,-0.253333146948994
0.98,2.46314657539578,0,-0.263856675094949
0.99,2.46364896296808,0,-0.276431255085419
1,2.46212059462098,0,-0.29117579863017
1.01,2.45914512861557,0,-0.305214791733916
1.02,2.45635134057341,0,-0.319598317052445
1.03,2.45509109505525,0,-0.332869905716337
1.04,2.45384462078562,0,-0.34555481593808
1.05,2.45214780315721,0,-0.355867901427064
1.06,2.44989838449539,0,-0.361724850901709
1.07,2.44749049918753,0,-0.362369918907832
1.08,2.44391906691985,0,-0.359841176874887
1.09,2.43944280428308,0,-0.356133931626673
1.1,2.43430347345194,0,-0.353849636953428
1.11,2.42843667837748,0,-0.353248730467643
1.12,2.42179206412335,0,-0.353746916942457
1.13,2.41466307344834,0,-0.356203175445651
1.14,2.40711503204591,0,-0.358390049138595
1.15,2.39942041866164,0,-0.359616215177659
1.16,2.37417556478384,0,-0.359819313751532
1.17,2.39945291724734,0,-0.357851057568735
1.18,2.38480031423356,0,-0.352464214259729
1.19,2.37771580393923,0,-0.344568299127685
1.2,2.37567435903585,0,-0.334375399040306
1.21,2.42720280618781,0,-0.320623109157336
1.22,2.36631951548044,0,-0.306073774077401
1.23,2.35698537346359,0,-0.289029135021281
1.24,2.34457117195565,0,-0.269493915358812
1.25,2.33015262076497,0,-0.246459613148005
1.26,2.31360069848311,0,-0.219583398566399
1.27,2.29779862974508,0,-0.189027523881401
1.28,2.28429207154883,0,-0.154651002813512
1.29,2.27335032503197,0,-0.117313664318168
1.3,2.26505943777028,0,-0.075970480560625
1.31,2.25850159205969,0,-0.0325634179627044
1.32,2.25294428272937,0,0.0230985410086766
1.33,2.24894513014044,0,-0.00833569040093726
1.34,2.24521784800736,0,0.0756754022889698
1.35,2.24157506722628,0,-0.177461200005627
1.36,2.38450568447604,0,0.15408696113135
1.37,2.23047192145283,0,0.183356484640359
1.38,2.22271058201209,0,0.215218504692726
1.39,2.21553716451611,0,0.216303804969005
1.4,2.20932213699313,0,-0.15273403027469
1.41,2.20380752051524,0,0.216553747051202
1.42,2.19830873620401,0,0.202179101228451
1.43,2.19372385995483,0,0.177914089648546
1.44,2.18658870410045,0,0.170640469714835
1.45,2.17983068564363,0,0.181789484089475
1.46,2.17365882550024,0,0.173359111296875
1.47,2.16790482895668,0,0.153191071317846
1.48,2.16296785309938,0,0.191093406956373
1.49,2.15922091842118,0,0.198045245189947
1.5,2.15626395850775,0,0.19523852471146
1.51,2.15329308511577,0,-0.0806863336527619
1.52,2.15003295074184,0,0.158403252306239
1.53,2.12858751699824,0,0.141005231356888
1.54,2.13509876728464,0,0.120639233654973
1.55,2.12811067903112,0,0.101140910668082
1.56,2.12208104179515,0,0.082195201648486
1.57,2.12135578960419,0,0.0639066948423841
1.58,2.11655206928417,0,0.046106493900946
1.59,2.53559227763695,0,0.028751137749626
1.6,2.20001464193672,0,0.0128956088943972
1.61,2.21999806626764,0,0.000695232423425425
1.62,2.24792559230195,0,-0.00615510589733153
1.63,2.26257559978737,0,-0.0108377069979339
1.64,2.27717714625306,0,-0.0179143074441826
1.65,2.28950339142224,0,-0.0282902523311796
1.66,2.29867303325389,0,-0.0405087892524679
1.67,2.30422376862809,0,-0.0532035385706907
1.68,2.30720526047154,0,-0.0660622112263871
1.69,2.31044318322249,0,-0.0777147705349844
1.7,2.31841051339024,0,-0.0847883141097967
1.71,2.33446316138084,0,-0.0855469696646924
1.72,2.3587902928161,0,-0.0796095022684239
1.73,2.3900896550078,0,-0.0713459287164697
1.74,2.4260757049482,0,-0.0602021761047398
1.75,2.46270142893952,0,-0.0451221526565703
1.76,2.49780795563128,0,-0.0272132279109903
1.77,2.53189979119497,0,-0.00370235699875566
1.78,2.56257422269856,0,0.0351080683992621
1.79,2.57840260121921,0,0.0758120489603677
1.8,2.42119155081882,0,0.105557163949005
1.81,2.63295516517494,0,0.134572248517593
1.82,2.65652062591738,0,0.180963204460144
1.83,2.68696426511827,0,-0.181463433169126
1.84,2.731738208388,0,0.136350811737309
1.85,2.47456873504971,0,0.178069774635245
1.86,2.50220805121674,0,0.249789090662681
1.87,2.79604114491657,0,-0.0273298462902459
1.88,2.79830191981998,0,-0.0377323939590097
1.89,2.80611963699092,0,0.241368160235438
1.9,2.70081851511266,0,0.229036464237777
1.91,2.63892444891979,0,0.0797298116168217
1.92,2.66042896782507,0,0.201070292699946
1.93,2.89578053128994,0,-0.0132175689087211
1.94,2.83754169544601,0,0.196379771771988
1.95,2.69408378818989,0,-0.173695663149212
1.96,2.65799687717949,0,0.06261064708672
1.97,2.5164474054551,0,0.129541573424375
1.98,2.50002659818879,0,0.308472070686811
1.99,2.09198109099451,0,-0.142027758938411
2,2.27771489605112,0,0.093991581512995
2.01,2.42465978570881,0,-0.083796835436528
2.02,2.28034044579709,0,-0.0196350261013772
2.03,2.21070213276587,0,-0.550723257615122
2.04,2.3835733797753,0,0.0176892051423904
2.05,2.80395893040158,0,-0.0974331699613856
2.06,2.49842859495628,0,-0.171688482034353
2.07,2.53466131521225,0,-0.182979969325253
2.08,2.43488613961475,0,-0.0406617215906051
2.09,2.65074397133347,0,-0.392718932692866
2.1,2.92285215520111,0,0.133284241527188
2.11,2.86375241757611,0,-0.00630673034803027
2.12,3.05344227794843,0,0.0431511052740764
2.13,2.83263384167674,0,-0.211097881276218
2.14,2.94321113676184,0,0.0141627202791614
2.15,2.96363807897335,0,0.0983899082662241
2.16,2.9853732505617,0,0.201297290240487
2.17,2.75331882213712,0,0.123760889806693
2.18,2.75640328359532,0,0.227850759439604
2.19,2.86414862482086,0,0.301266347395009
2.2,2.7685519442128,0,0.260037045458702
2.21,2.67697256676897,0,-0.0293134308050901
2.22,2.58842804573255,0,0.158767752928254
2.23,2.50082769892395,0,0.452733218759006
2.24,2.41633309875434,0,0.4113868825656
2.25,2.59004529009591,0,0.150261926221335
2.26,2.30973475217254,0,0.335904226094977
2.27,2.56969903225568,0,0.269342756135745
2.28,2.26880720662925,0,0.195321711866857
2.29,2.28440467004125,0,0.123409717081159
2.3,2.37007466765072,0,0.0552448297733881
2.31,2.29486399792117,0,-0.0334117218516468
2.32,2.15804398489872,0,-0.0879146561148993
2.33,2.12423177845194,0,-0.12562570429308
2.34,2.07621413166153,0,-0.173273800324437
2.35,2.14998291747069,0,0.185415356160774
2.36,2.15780662279007,0,-0.202260561973275
2.37,2.24621450557237,0,-0.222992331442932
2.38,2.13499878403608,0,-0.239655708418597
2.39,2.15700935990222,0,0.0480799685637527
2.4,2.17453577516348,0,-0.262993888439233
2.41,2.16842313775039,0,-0.277309673111115
2.42,2.1536886923797,0,0.188491872734701
2.43,2.13390386526189,0,-0.298208778348429
2.44,2.11889349688443,0,-0.308565650384606
2.45,2.11075543070292,0,-0.317383023636046
2.46,2.108997797978,0,-0.328347516666644
2.47,2.11062395063183,0,-0.333218923858056
2.48,2.1147491332808,0,-0.327177980698278
2.49,2.12071056348871,0,-0.332586211470331
2.5,2.12628547895595,0,-0.230518006804997
2.51,2.13068699088845,0,-0.335864889502839
2.52,2.13279553900287,0,-0.335878845647093
2.53,2.12976971688827,0,-0.33957512884488
2.54,2.12154947134536,0,-0.344259102800943
2.55,2.10997743624743,0,-0.350079180314528
2.56,2.09567947301043,0,-0.357088171306168
2.57,2.07980332820618,0,-0.364074726976086
2.58,2.06450204128781,0,-0.3715071141333
2.59,2.04848255961151,0,-0.378301091855462
2.6,2.22304919591731,0,-0.384773078596891
2.61,2.01283200492889,0,-0.391558648324142
2.62,2.14610177455223,0,-0.39928247829421
2.63,2.10968410391175,0,-0.407142308775208
2.64,2.12475988339737,0,-0.415216633052991
2.65,2.22600655390132,0,-0.408315756823203
2.66,2.1572086386843,0,0.0605862138162125
2.67,2.15489910297614,0,0.0343180054381165
2.68,2.17956569344968,0,-0.41470731681057
2.69,2.18060781550145,0,-0.306697767083462
2.7,2.18135377734681,0,-0.357376595834275
2.71,2.17647849259829,0,-0.169259617677726
2.72,2.17686390428367,0,-0.32402167329239
2.73,2.18297458854261,0,-0.295236739084951
2.74,2.18923598165645,0,-0.290096013226577
2.75,2.19325249397004,0,-0.291672980703701
2.76,2.19618490277311,0,-0.295024709650691
2.77,2.19715047297483,0,-0.299716991890801
2.78,2.19537012701772,0,-0.305029379358027
2.79,2.18725290968405,0,-0.310630012750563
2.8,2.17060754424201,0,-0.316202209312444
2.81,2.14908176492003,0,-0.321757985043875
2.82,2.24524158131531,0,-0.327100050821747
2.83,2.22226223466257,0,-0.332196876955777
2.84,2.08438715837389,0,-0.337472740954316
2.85,2.27060582184485,0,-0.343586941804525
2.86,2.14977367414326,0,-0.350086768501604
2.87,2.11794607743814,0,-0.357054623551702
2.88,2.28028985468001,0,-0.363758924361404
2.89,2.23420432800923,0,-0.37058614784202
2.9,2.16168688080716,0,-0.377704865748549
2.91,2.17046454419439,0,-0.385294081088025
2.92,2.29045345756008,0,-0.314373449048209
2.93,2.1595535789011,0,-0.309922005537175
2.94,2.14464049813921,0,-0.186096041838528
2.95,2.12941377782051,0,-0.414850109553243
2.96,2.11708879354369,0,-0.420753050063273
2.97,2.10831343700697,0,-0.180198692274592
2.98,2.10203035390469,0,-0.424101085393413
2.99,2.09630973680589,0,-0.397086014767738
3,2.08971092271217,0,-0.372796732375411
3.01,2.08135371981979,0,-0.0523464242594972
3.02,2.05623261863166,0,-0.337047316255739
3.03,2.04918902738513,0,-0.317585606746036
3.04,2.0585648173598,0,-0.314507906229936
3.05,2.18706402215347,0,-0.301179609039252
3.06,2.32136728204328,0,-0.301969677016016
3.07,2.22822339257482,0,-0.30382358199298
3.08,2.08460919907009,0,-0.306694416576632
3.09,2.34437010396345,0,-0.120381644482677
3.1,2.12179596657357,0,-0.0951522169214781
3.11,2.04379872509573,0,-0.349084961335626
3.12,2.31593372981595,0,-0.324644131420935
3.13,2.34409287727464,0,0.0207747933965103
3.14,2.43359550934669,0,-0.0662824681499791
3.15,2.38422034741828,0,-0.0902411336799311
3.16,2.39969624778776,0,-0.0277629236910009
3.17,2.33528429281457,0,-0.119615288536972
3.18,2.28492730957753,0,0.161157475293362
3.19,2.53488352211888,0,-0.445531879321831
3.2,2.43877067980105,0,-0.375807668364935
3.21,2.12601566212056,0,-0.0159577289258253
3.22,2.30566219815022,0,0.300919158048635
3.23,2.23631615957818,0,-0.136618816211896
3.24,2.35715996716557,0,-0.217870737561861
3.25,2.07210104207213,0,-0.042523508848998
3.26,2.37969702999123,0,-0.00583530930727793
3.27,2.18741552091719,0,-0.272481184446702
3.28,2.08671690572985,0,-0.453803973379458
3.29,2.3326154979645,0,-0.289758021832683
3.3,2.16267946277243,0,0.105045283033088
3.31,2.22741019233926,0,-0.474669665698082
3.32,2.28393057896115,0,-0.44359439391736
3.33,2.18884037027742,0,-0.287299428907296
3.34,2.23344658770411,0,-0.289094385374899
3.35,2.22451010182552,0,-0.194709455014903
3.36,2.23315966998079,0,-0.513893938691804
3.37,2.23478267454485,0,-0.523237645245603
3.38,2.52456857588186,0,-0.2614973224646
3.39,2.2309496982294,0,-0.370415051578863
3.4,2.20937454146457,0,-0.434867720744807
3.41,2.18475988102919,0,-0.0378654672506669
3.42,2.15945150796529,0,-0.35102864772054
3.43,2.26248000647448,0,-0.321011225714493
3.44,2.170414773302,0,-0.293717177459775
3.45,2.1720265898212,0,-0.301998816168282
3.46,2.27260727747423,0,-0.253310899910985
3.47,2.21610907211397,0,-0.314233071415531
3.48,2.18074499981438,0,-0.271484524591493
3.49,2.45848841702759,0,0.023534561694256
3.5,2.22353604596335,0,0.0178889213434877
3.51,2.26570740356372,0,-0.31315494804592
3.52,2.41052747628791,0,-0.0206425958253168
3.53,2.40778748048019,0,-0.205907555911459
3.54,2.11133879051703,0,-0.00224240356307329
3.55,2.54251761861862,0,0.269260438826063
3.56,2.59966961012854,0,-0.113449002042629
3.57,2.3845574519543,0,-0.220390591887887
3.58,2.40784648748385,0,-0.122152798756082
3.59,2.29990941981696,0,0.320210878631843
3.6,2.12896573476026,0,0.0404552965317296
3.61,2.32278895925216,0,-0.00202772787173218
3.62,2.25573204331138,0,-0.0402882289619508
3.63,2.30613474971832,0,-0.131894510685876
3.64,2.02908185605502,0,-0.356169014363013
3.65,2.38376432269605,0,-0.163611398884883
3.66,2.16356177621162,0,-0.531486342636961
3.67,2.4086341767182,0,-0.303971946415637
3.68,2.55849265199742,0,-0.341456704055658
3.69,2.26409434036726,0,-0.523826515978513
3.7,2.32214451088209,0,-0.346602391756033
3.71,2.30619462004139,0,-0.408594741966601
3.72,2.25845828013368,0,-0.270222413806356
3.73,2.2720798564096,0,-0.346561764282176
3.74,2.38601109395457,0,-0.398644514246032
3.75,2.11359956236967,0,-0.190372522701283
3.76,2.12585722459419,0,-0.397477930561466
3.77,2.13998711475114,0,-0.37574684617018
3.78,2.22094271316362,0,-0.434140370709093
3.79,2.19349356187593,0,-0.404617521404723
3.8,2.17819957845851,0,-0.406457066996896
3.81,2.15297471653667,0,-0.380877234089947
3.82,2.18807563741494,0,-0.367040507230221
3.83,2.33208900340385,0,-0.353946205124201
3.84,2.42791762380974,0,-0.217604166064773
3.85,2.46105507177068,0,-0.0547050399630109
3.86,2.14831077106397,0,-0.374178666882102
3.87,2.17315911846518,0,-0.341901351039186
3.88,2.15647988852629,0,-0.185914998959292
3.89,2.15578947052438,0,-0.323780366356979
3.9,2.17036337219841,0,-0.315374161764251
3.91,2.39190118552397,0,-0.30144158898806
3.92,2.09874372217035,0,-0.306255920761364
3.93,2.34715632723431,0,-0.316057438406068
3.94,2.16013385101084,0,-0.329162416020788
3.95,2.19543211175362,0,-0.34316476093161
3.96,2.16598770319198,0,-0.0741399695238138
3.97,2.43040036474181,0,-0.349443511756096
3.98,2.19689403537034,0,-0.146213708989271
3.99,2.49080599731423,0,-0.307380234387017
4,2.38252595083775,0,-0.140204506461326
4.01,2.21598381413729,0,-0.255643240889377
4.02,2.22626406388961,0,-0.0801211838911194
4.03,2.23143175841042,0,-0.211080582542267
4.04,2.22993341230191,0,-0.204439299711628
4.05,2.22655402579246,0,-0.205554481474653
4.06,2.2227647638034,0,-0.212544779596749
4.07,2.21871408013137,0,-0.220182980584861
4.08,2.21581939370671,0,-0.228341067968758
4.09,2.21428263008417,0,-0.237794957213595
4.1,2.21308704712441,0,-0.246154200734575
4.11,2.21055315859322,0,-0.253370288499456
4.12,2.20604546997007,0,-0.259752063791375
4.13,2.19872454577371,0,-0.265630295003103
4.14,2.18871507438618,0,-0.271341330023643
4.15,2.17290997469754,0,-0.277377826249404
4.16,2.15609592359142,0,-0.284697416124739
4.17,2.13610612187858,0,-0.292301485604434
4.18,2.11570600087638,0,-0.298521972507368
4.19,2.09449450106424,0,-0.305026143081125
4.2,2.07487780066986,0,-0.312111066992849
4.21,2.05472925959323,0,-0.319025310206584
4.22,2.04259407157516,0,-0.327693419356976
4.23,2.13685385298506,0,-0.336995512016675
4.24,2.24818805954431,0,-0.345224397553712
4.25,2.22623774816691,0,-0.352631117501
4.26,2.09916004918017,0,-0.358678433873624
4.27,2.113528187527,0,-0.225952265179109
4.28,2.1112635922306,0,-0.355930513845317
4.29,2.08211482134425,0,-0.253179170655503
4.3,2.05940078973826,0,-0.31451157010682
4.31,2.02525617448773,0,-0.306697700549515
4.32,1.99433745106627,0,-0.30343744574532
4.33,1.95549701065047,0,-0.315173057092222
4.34,2.35040768676969,0,-0.333264055639185
4.35,1.94919457163993,0,-0.326298252985424
4.36,1.99051439723683,0,-0.313827526634972
4.37,2.18203817230697,0,-0.403603052855276
4.38,2.06125515360223,0,-0.409608032146959
4.39,2.2988486216765,0,-0.249026505141308
4.4,2.13005119838593,0,-0.449359022728954
4.41,2.14390892469812,0,-0.469206044584509
4.42,2.14927707877901,0,-0.486903088255015
4.43,2.14994726651379,0,-0.480160231674261
4.44,2.15017690962654,0,-0.504091366797629
4.45,2.15166788171935,0,-0.188237681800123
4.46,2.1588023286198,0,-0.44722769355875
4.47,2.17667479164578,0,-0.398731051295878
4.48,2.20686376206766,0,-0.373836614711095
4.49,2.24563065067803,0,-0.36600013185853
4.5,2.28839066484808,0,-0.33140242574646
4.51,2.32724608396989,0,-0.327659281795026
4.52,2.3519244482218,0,-0.301482685724657
4.53,2.36183690819179,0,-0.267007880784801
4.54,2.36311490195274,0,-0.267348301941727
4.55,2.35956734945665,0,-0.248205845671745
4.56,2.35184627884936,0,-0.067729482541179
4.57,2.33856537370201,0,-0.239703872860028
4.58,2.32020961597252,0,-0.247002501163533
4.59,2.29889073662416,0,-0.227696190143492
4.6,2.2765061758442,0,-0.166833734951624
4.61,2.25502121764814,0,-0.23683790686725
4.62,2.23424982114484,0,-0.25062680696288
4.63,2.21156273627682,0,-0.271423888834076
4.64,2.18062889576313,0,-0.293083071955595
4.65,2.46989460285315,0,-0.31469460653426
4.66,2.424160739415,0,-0.336857879885599
4.67,2.24758400213072,0,-0.358412772354331
4.68,2.21995828839557,0,-0.0229445214215924
4.69,2.26691371304508,0,-0.0795539599057306
4.7,2.24690384252521,0,-0.245854460237894
4.71,2.15581065151275,0,-0.408493406386067
4.72,2.4363763260714,0,-0.230994122905678
4.73,2.0806442130205,0,-0.42875279308193
4.74,2.06866977124337,0,-0.458341518268175
4.75,2.25234441230871,0,-0.459883018408394
4.76,2.11159096815142,0,-0.210454104825213
4.77,2.11835270016606,0,-0.470946651702663
4.78,2.13922532416515,0,-0.27310583549957
4.79,2.16387258665195,0,-0.452158712210162
4.8,2.17112225521605,0,-0.284044036654102
4.81,2.17116660971137,0,-0.40448858763153
4.82,2.16421565902776,0,-0.214625404117878
4.83,2.14920799934604,0,-0.368737173099955
4.84,2.12978920236924,0,-0.293350915655644
4.85,2.10715140946311,0,-0.277476868026539
4.86,2.08572657397482,0,-0.266332372435841
4.87,2.07052479942433,0,-0.257018009539318
4.88,2.06147814988412,0,-0.236193790503728
4.89,2.05509291575404,0,-0.231202683937339
4.9,2.04988038779387,0,-0.215714377427547
4.91,2.04206969611623,0,-0.209368112178761
4.92,2.03653044491771,0,-0.203662942535079
4.93,2.31617792229393,0,-0.199801847992901
4.94,2.02830157895447,0,-0.193696349325564
4.95,2.14269658979652,0,-0.18556977804415
4.96,2.41665385486267,0,-0.177202791385553
4.97,2.12179934716299,0,-0.170423740096832
4.98,2.14786708318724,0,-0.163955787099896
4.99,2.48902225434491,0,-0.158301656514451
5,2.17853499749807,0,-0.155011789974578
5.01,2.19452240619282,0,-0.156287848126272
5.02,2.21593989327153,0,-0.163500176198914
5.03,2.24072385636448,0,-0.174051411628638
5.04,2.26841681419667,0,-0.184085371726432
5.05,2.29605540735318,0,-0.188772926144291
5.06,2.3236238190261,0,-0.188376360054786
5.07,2.35063553004889,0,-0.185040836713385
5.08,2.3773083710317,0,-0.17805331472893
5.09,2.40386976064253,0,-0.168592908541737
5.1,2.43158474235005,0,-0.157287011672282
5.11,2.46134146560528,0,-0.144102798345777
5.12,2.49318662046065,0,-0.130807580504511
5.13,2.53395766079785,0,-0.116359338336864
5.14,2.54572696277876,0,-0.100774333138948
5.15,2.59447529152953,0,-0.0846768484484497
5.16,2.62811972775947,0,-0.0674753870665243
5.17,2.66262335984976,0,-0.0488232803153666
5.18,2.69426944333422,0,-0.0287905137443614
5.19,2.74001600302556,0,-0.00923426183467172
5.2,2.76101953543247,0,0.0086995202694257
5.21,2.78996016092709,0,0.0227581720442849
5.22,2.8148865508195,0,-0.211826061471935
5.23,2.84891803547936,0,-0.17248361943389
5.24,2.84031675613128,0,0.0392852157569029
5.25,2.82483980233705,0,0.0436857236543476
5.26,2.51093182228384,0,0.0485706920936769
5.27,2.7644827842333,0,0.0570462157155531
5.28,2.75356963692561,0,0.0675368065013898
5.29,2.73581241149603,0,0.084177511908592
5.3,2.75513686152331,0,0.114372030162609
5.31,2.76009576896196,0,0.079346894291658
5.32,2.77992929576037,0,0.167635621294995
5.33,2.76566015023958,0,0.20033380060916
5.34,2.76463161505175,0,0.228974083027247
5.35,2.76180219232142,0,0.258387431899219
5.36,2.75790672620644,0,0.281169530213565
5.37,2.7522787640011,0,0.311084198770846
5.38,2.74705249224261,0,0.294281124428966
5.39,2.74306556511427,0,0.244922459040587
5.4,2.75179089123929,0,0.233009697887191
5.41,2.73947655205355,0,0.209928896528935
5.42,2.51400685328694,0,0.0239267629745745
5.43,2.7451065566334,0,-0.207776632356324
5.44,2.7479319488939,0,-0.219116304666726
5.45,2.75413893555716,0,0.105270756111376
5.46,2.75947629420508,0,0.0715030865180182
5.47,2.7637349697704,0,0.0267715858407298
5.48,2.76510786091158,0,-0.00360084645323823
5.49,2.76519369745722,0,-0.0267844521007018
5.5,2.76452333046982,0,-0.0495516226701845
5.51,2.76394783955914,0,-0.0711999869602566
5.52,2.76459084777829,0,-0.092080586755717
5.53,2.7663761501433,0,-0.11187936906477
5.54,2.76881669734269,0,-0.130990352524801
5.55,2.77219383427041,0,-0.149812453769072
5.56,2.77732442920325,0,-0.167786281274877
5.57,2.78229674062408,0,-0.185589977673839
5.58,2.78869526065445,0,-0.129012714425861
5.59,2.79819523130954,0,-0.217943499187377
5.6,2.80866819182379,0,-0.23317701715749
5.61,2.5578265837726,0,-0.247872788792837
5.62,2.83045271259598,0,-0.26216306611538
5.63,2.84140193346713,0,-0.272959395508442
5.64,2.85277343800706,0,-0.280288212650248
5.65,2.86581313756276,0,-0.285074915113838
5.66,2.88096776521885,0,-0.289820860995715
5.67,2.53616840372513,0,-0.294789269055718
5.68,2.90520412197763,0,-0.298552875700176
5.69,2.8723501384276,0,-0.300553687728093
5.7,2.85326202236535,0,-0.299773520890717
5.71,2.78421168496343,0,-0.296077099544244
5.72,2.84467127900829,0,-0.290143349661593
5.73,2.82955485600799,0,-0.282582129489701
5.74,2.82237217303388,0,-0.274986618088137
5.75,2.82355854380426,0,-0.266429860352956
5.76,2.81356785509846,0,-0.253224076913514
5.77,2.81363826190639,0,-0.23439516869719
5.78,2.81627335188293,0,-0.212272985897869
5.79,2.82680715212918,0,-0.188965833736871
5.8,2.8432160435341,0,-0.16585202780613
5.81,2.86491423918854,0,-0.14436459600832
5.82,2.89244103370021,0,-0.123011733056324
5.83,2.92466046204325,0,-0.10041204955781
5.84,2.9588975523153,0,-0.0770792037951931
5.85,3.00757441355,0,-0.0529687590298319
5.86,3.00687221996629,0,-0.0281802590237046
5.87,2.9275459128843,0,-0.00532899735005303
5.88,2.81485089644221,0,0.0114094032637046
5.89,2.84995429232172,0,0.022645913181481
5.9,2.58003903230499,0,0.0303920651978604
5.91,2.70450692753064,0,0.0362732316489563
5.92,2.93122862961706,0,0.0433024633091258
5.93,2.90495908350159,0,0.0479049191560905
5.94,2.92070413125674,0,0.0547467044433533
5.95,2.91271278476915,0,0.06152105170977
5.96,2.86187080738909,0,0.0593367710441552
5.97,2.821529419574,0,0.0861260434157331
5.98,2.78984928809771,0,0.0593216762021542
5.99,2.76522983865795,0,0.0687663626793653
6,2.74444256481244,0,0.0771692923774643
6.01,2.7243164654875,0,0.0802150882619775
6.02,2.70686561200265,0,0.0733919397405033
6.03,2.69413966712061,0,0.0565060708824845
6.04,2.68873547415666,0,0.0307032537688824
6.05,2.68893579175957,0,0.00572421295617395
6.06,2.69232498983904,0,-0.0147735955172052
