signal,time,value,element_index
replay_left_torque_filelog,4.97,2.12179934716299,1
replay_left_torque_filelog,4.98,2.14786708318724,1
replay_left_torque_filelog,4.99,2.48902225434491,1
replay_left_torque_filelog,5,2.17853499749807,1
replay_left_torque_filelog,5.01,2.19452240619282,1
replay_left_torque_filelog,5.02,2.21593989327153,1
replay_left_torque_filelog,5.03,2.24072385636448,1
replay_left_torque_filelog,5.04,2.26841681419667,1
replay_left_torque_filelog,5.05,2.29605540735318,1
replay_left_torque_filelog,5.06,2.3236238190261,1
replay_left_torque_filelog,5.07,2.35063553004889,1
replay_left_torque_filelog,5.08,2.3773083710317,1
replay_left_torque_filelog,5.09,2.40386976064253,1
replay_left_torque_filelog,5.1,2.43158474235005,1
replay_left_torque_filelog,5.11,2.46134146560528,1
replay_left_torque_filelog,5.12,2.49318662046065,1
replay_left_torque_filelog,5.13,2.53395766079785,1
replay_left_torque_filelog,5.14,2.54572696277876,1
replay_left_torque_filelog,5.15,2.59447529152953,1
replay_left_torque_filelog,5.16,2.62811972775947,1
replay_left_torque_filelog,5.17,2.66262335984976,1
replay_left_torque_filelog,5.18,2.69426944333422,1
replay_left_torque_filelog,5.19,2.74001600302556,1
replay_left_torque_filelog,5.2,2.76101953543247,1
replay_left_torque_filelog,5.21,2.78996016092709,1
replay_left_torque_filelog,5.22,2.8148865508195,1
replay_left_torque_filelog,5.23,2.84891803547936,1
replay_left_torque_filelog,5.24,2.84031675613128,1
replay_left_torque_filelog,5.25,2.82483980233705,1
replay_left_torque_filelog,5.26,2.51093182228384,1
replay_left_torque_filelog,5.27,2.7644827842333,1
replay_left_torque_filelog,5.28,2.75356963692561,1
replay_left_torque_filelog,5.29,2.73581241149603,1
replay_left_torque_filelog,5.3,2.75513686152331,1
replay_left_torque_filelog,5.31,2.76009576896196,1
replay_left_torque_filelog,5.32,2.77992929576037,1
replay_left_torque_filelog,5.33,2.76566015023958,1
replay_left_torque_filelog,5.34,2.76463161505175,1
replay_left_torque_filelog,5.35,2.76180219232142,1
replay_left_torque_filelog,5.36,2.75790672620644,1
