time,BusIn_1_LeftShoulderMotorActuralPosition,BusIn_1_LeftShoulderMotorActuralVelocity,BusIn_1_LeftShoulderMotorActuralTorque,BusIn_1_LeftShoulderMotorDCLinkCircuitVoltage,BusIn_1_RightShoulderMotorActuralPosition,BusIn_1_RightShoulderMotorActuralVelocity,BusIn_1_RightShoulderMotorActuralTorque,BusIn_1_RightShoulderMotorDCLinkCircuitVoltage,BusIn_1_LeftHipMotorActuralPosition,BusIn_1_LeftHipMotorActuralVelocity,BusIn_1_LeftHipMotorActuralTorque,BusIn_1_LeftHipMotorDCLinkCircuitVoltage,BusIn_1_RightHipMotorActuralPosition,BusIn_1_RightHipMotorActuralVelocity,BusIn_1_RightHipMotorActuralTorque,BusIn_1_RightHipMotorDCLinkCircuitVoltage,BusIn_1_LeftShoulderMotorSensorADCh1,BusIn_1_LeftShoulderMotorSensorADCh2,BusIn_1_LeftShoulderMotorSensorIMUq0,BusIn_1_LeftShoulderMotorSensorIMUq1,BusIn_1_LeftShoulderMotorSensorIMUq2,BusIn_1_LeftShoulderMotorSensorIMUq3,BusIn_1_RightShoulderMotorSensorADCh1,BusIn_1_RightShoulderMotorSensorADCh2,BusIn_1_RightShoulderMotorSensorIMUq0,BusIn_1_RightShoulderMotorSensorIMUq1,BusIn_1_RightShoulderMotorSensorIMUq2,BusIn_1_RightShoulderMotorSensorIMUq3,BusIn_1_LeftHipMotorSensorADCh1,BusIn_1_LeftHipMotorSensorADCh2,BusIn_1_LeftHipMotorSensorIMUq0,BusIn_1_LeftHipMotorSensorIMUq1,BusIn_1_LeftHipMotorSensorIMUq2,BusIn_1_LeftHipMotorSensorIMUq3,BusIn_1_RightHipMotorSensorADCh1,BusIn_1_RightHipMotorSensorADCh2,BusIn_1_RightHipMotorSensorIMUq0,BusIn_1_RightHipMotorSensorIMUq1,BusIn_1_RightHipMotorSensorIMUq2,BusIn_1_RightHipMotorSensorIMUq3,BusIn_1_WaistSensorADCh1,BusIn_1_WaistSensorADCh2,BusIn_1_WaistSensorIMUq0,BusIn_1_WaistSensorIMUq1,BusIn_1_WaistSensorIMUq2,BusIn_1_WaistSensorIMUq3,BusIn_1_LeftHipSensorADCh1,BusIn_1_LeftHipSensorADCh2,BusIn_1_LeftHipSensorIMUq0,BusIn_1_LeftHipSensorIMUq1,BusIn_1_LeftHipSensorIMUq2,BusIn_1_LeftHipSensorIMUq3,BusIn_1_RightHipSensorADCh1,BusIn_1_RightHipSensorADCh2,BusIn_1_RightHipSensorIMUq0,BusIn_1_RightHipSensorIMUq1,BusIn_1_RightHipSensorIMUq2,BusIn_1_RightHipSensorIMUq3
18.58,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3135986328125,0,0.0565600000079058,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0712029465976498,NaN,0,0,0,0,0.361100657745224,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.581,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0844662405717218,NaN,0,0,0,0,0.120067713870547,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.582,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3135986328125,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0248312796958191,NaN,0,0,0,0,0.379449876476271,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.583,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3135986328125,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0495628353767955,NaN,0,0,0,0,0.379449876476271,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.584,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.325220000045459,24699,-5.3135986328125,0,0.0565600000079058,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0785825236960057,NaN,0,0,0,0,0.108798900193328,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.585,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3135986328125,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0755908032507263,NaN,0,0,0,0,0.379250428446586,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.586,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3135986328125,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0812750720967571,NaN,0,0,0,0,0.379250428446586,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.587,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3135986328125,0,0.0565600000079058,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.120267161900232,NaN,0,0,0,0,0.121264402048659,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.588,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3135986328125,0,0.0282800000039529,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0306152725566926,NaN,0,0,0,0,0.376059259971621,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.589,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3135986328125,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0653192297219337,NaN,0,0,0,0,0.376059259971621,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.59,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24725,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.109496968297226,NaN,0,0,0,0,0.130538735429025,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.591,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24725,-5.3135986328125,0,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0144599821521838,NaN,0,0,0,0,0.396801855058892,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.592,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24673,-5.3135986328125,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0588371687571616,NaN,0,0,0,0,0.396801855058892,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.593,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24725,-5.3135986328125,0,0.0565600000079058,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0939400219817733,NaN,0,0,0,0,0.148887954160072,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.594,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3135986328125,0,0.0707000000098823,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.000398896059370587,NaN,0,0,0,0,0.359903969567112,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.595,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24725,-5.3135986328125,0,0.0989800000138352,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0579396526235778,NaN,0,0,0,0,0.359903969567112,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.596,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24673,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0981284306051644,NaN,0,0,0,0,0.118372405618222,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.597,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24673,-5.3135986328125,0,0.0565600000079058,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0556460002821969,NaN,0,0,0,0,0.359006453433528,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.598,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0380945736698911,NaN,0,0,0,0,0.359006453433528,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.599,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3135986328125,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.132333767696192,NaN,0,0,0,0,0.1152809611581,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.6,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0128643979147014,NaN,0,0,0,0,0.398197991266689,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.601,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.00957350542489409,NaN,0,0,0,0,0.398197991266689,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.602,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.325220000045459,24699,-5.3135986328125,0,0.0707000000098823,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.109995588371439,NaN,0,0,0,0,0.115879305247156,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.603,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3135986328125,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0335072689871293,NaN,0,0,0,0,0.392513722420658,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.604,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.325220000045459,24699,-5.3056640625,11.5533447265625,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0517567637033337,NaN,0,0,0,0,0.392513722420658,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.605,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3056640625,-0.081787109375,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.12734756695406,NaN,0,0,0,0,0.125353086657207,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.606,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24673,-5.3056640625,-0.130615234375,0.0989800000138352,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0352025772394543,NaN,0,0,0,0,0.114882065098729,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.607,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24725,-5.3056640625,0.01953125,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0305155485418499,NaN,0,0,0,0,0.114882065098729,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.608,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.311080000043482,24699,-5.3056640625,-0.001220703125,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.026825759992672,NaN,0,0,0,0,0.113485928890932,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.609,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.026825759992672,NaN,0,0,0,0,0.351128256260959,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.61,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,-0.0282800000039529,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0112688136772191,NaN,0,0,0,0,0.351128256260959,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.611,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24673,-5.3056640625,0,0.0707000000098823,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.153774430887361,NaN,0,0,0,0,0.0845659645865645,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.612,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0261276918887735,NaN,0,0,0,0,0.336668274108776,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.613,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.395920000055341,24699,-5.3056640625,0,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.00797792118741174,NaN,0,0,0,0,0.336668274108776,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.614,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.113120000015812,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.184090531399526,NaN,0,0,0,0,0.155469739139686,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.615,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24673,-5.3056640625,0,0.0707000000098823,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0610310970836998,NaN,0,0,0,0,0.386430557515256,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.616,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,0.0707000000098823,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0135624660186,NaN,0,0,0,0,0.386430557515256,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.617,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,0.113120000015812,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.182096051102673,NaN,0,0,0,0,0.104909663614464,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.618,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3056640625,0,0.0707000000098823,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0250307277255043,NaN,0,0,0,0,0.382940216995764,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.619,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0531528999111307,NaN,0,0,0,0,0.382940216995764,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.62,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3056640625,0,0.0848400000118588,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.154173326946732,NaN,0,0,0,0,0.109596692312069,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.621,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3056640625,0,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0803775559631733,NaN,0,0,0,0,0.382142424877023,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.622,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.014958602226397,NaN,0,0,0,0,0.382142424877023,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.623,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3056640625,0,0.0989800000138352,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0949372621301998,NaN,0,0,0,0,0.185885563666694,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.624,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24725,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0949372621301998,NaN,0,0,0,0,0.397998543237003,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.625,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.381780000053364,24699,-5.3056640625,0,0.127260000017788,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0137619140482853,NaN,0,0,0,0,0.397998543237003,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.626,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0202439750130573,NaN,0,0,0,0,0.157563943451382,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.627,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,0.0565600000079058,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0202439750130573,NaN,0,0,0,0,0.370075819081062,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.628,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.325220000045459,24699,-5.3056640625,0,0.155540000021741,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0291194123340529,NaN,0,0,0,0,0.370075819081062,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.629,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.147192645907747,NaN,0,0,0,0,0.137319968438325,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.63,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24725,-5.3056640625,0,0.0989800000138352,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0742943910577719,NaN,0,0,0,0,0.142705065239828,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.631,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3056640625,0,0.0707000000098823,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.00488647672728969,NaN,0,0,0,0,0.128643979147014,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.632,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.325220000045459,24699,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.175613990137901,NaN,0,0,0,0,0.128643979147014,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.633,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3056640625,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.00349034051949264,NaN,0,0,0,0,0.360901209715539,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.634,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0157563943451382,NaN,0,0,0,0,0.360901209715539,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.635,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.172323097648094,NaN,0,0,0,0,0.100422082946545,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.636,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24699,-5.3056640625,0,0.0848400000118588,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0785825236960057,NaN,0,0,0,0,0.364391550235031,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.637,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.353500000049412,24673,-5.3056640625,0,0.0989800000138352,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0138616380631279,NaN,0,0,0,0,0.364391550235031,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.638,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24725,-5.3056640625,0,0.113120000015812,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.186982527829963,NaN,0,0,0,0,0.121862746137714,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.639,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0848400000118588,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0897516133583821,NaN,0,0,0,0,0.349133775964106,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.64,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.367640000051388,24699,-5.3056640625,0,0.0989800000138352,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0116677097365897,NaN,0,0,0,0,0.349133775964106,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.641,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.141400000019765,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.212811047674208,NaN,0,0,0,0,0.157563943451382,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.642,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0707000000098823,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.10889862420817,NaN,0,0,0,0,0.121164678033816,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.643,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.325220000045459,24699,-5.3056640625,0,0.0989800000138352,24880,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0433799464565514,NaN,0,0,0,0,0.217099180312442,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.644,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.127260000017788,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.185686115637008,NaN,0,0,0,0,0.217099180312442,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.645,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24725,-5.3056640625,0,0.127260000017788,24906,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0.0113685376920617,NaN,0,0,0,0,0.107303039970688,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.646,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.339360000047435,24699,-5.3056640625,0,0.0989800000138352,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.0254296237848749,NaN,0,0,0,0,0.405178672305674,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
18.647,0,0,0,0,0,0,0,0,-1.383056640625,0,-0.311080000043482,24699,-5.3056640625,0,0.0848400000118588,24931,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,-0.218993936594452,NaN,0,0,0,0,0.227171305811549,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0
